1062 , عبد المنعم رياض , التجمع الخامس
1092 , أحمد حلمى , بنها
1079 , عبد المنعم رياض , القناطر
1072 , دوران شبرا , الأباجية
1073 , دوران شبرا , جامع عمرو
1074 , المظلات , النزهة الجديدة
1081 , شبرا الخيمة , الدراسة
1080 , عبد المنعم رياض , السلام
1067 , منشأة القناطر , العتبة
1065 , الحى السابع , ميدان لبنان
1066 , منشأة القناطر , أحمد حلمى 
27 , رمسيس , عبد المنعم رياض , المطار
17 , بولاق الدكرور , جامعة الدول العربية , النيل , كوبرى 6 أكتوبر , العتبة
182 نقل جماعى , جامع عمرو, عباسية , الاوتوستراد , مدينة السلام اللبن
183 مينى باص , العتبة, ميدان الرماية
184 نقل جماعى , الحى الثامن , تحرير , موتسيان, الجيزة
19 , ميت عقبة, وزارة الزراعة , الدقى, كوبرى الجلاء , العتبة
19 نقل جماعى , زهراء م . نصر , الاوتوستراد , روض الفرج.
19 ج , المطرية , الحى السادس 
190 , امبابة عا ة, ترعة السواحل , العتبة, الجيش, الدراسة
195 نقل جماعى , حلوان , المعصرة , عبد المنعم رياض , أحمد حلمى 
196 , المطبعة , النيل , جامعة القاهرة , منيرة إمبابة , القومية العربية
19 ج , المطرية , الحكم , روكسى , الطيران , المدينة ألجامعيه
1 ج , كليه بنات عين شمس , الطيران , عباسية , رمسيس , عبد المنعم رياض 
2 نقل جماعى , المسلة , العتبة, أبو الريش الجديدة 
2 ج نزهه , النزهة , جامعة الازهر 
2 ج مسلة , المسلة , جامعة الازهر 
20 , امبابة عا ة, السودان , وزارة الزراعة , الجامعة , جامع عمرو
20 ج , الامام الشافعى , كلية البنات الاسلاميه
20 مينى باص , شيراتون , العتبة
20 هـ نقل جماعى , المخبز الالى , حدائق القبة , العتبة
200 , اوسيم , بشتيل , السودان , أسعاف , العتبة
201 ش القاهرة , اثر النبي , شبرا الخيمة 
203 ش القاهرة , منطي , بولاق الدكرور 
20ج , الامام الشافعى , السيدة عائشة, صلاح سالم , امتداد رمسيس 
21 , روض الفرج., شبرا , تحرير , لاظوغلى , السيدة عائشة كلية البنات الإسل
21 , طلبه , مسرة , الوايلى , قسم الحدائق 
21 مينى باص , ميدان الحجاز , العتبة
210 , العتبة, قليوب , القناطر
211 , قليوب البلد , مصر إسكندرية الزراعي, شبرا الخيمة , كورنيش , عبد
212 , القناطر الخيرية , شلقان , أبو الغيط , شبرا الخيمة , العتبة المنعم رياض
213 , اوسيم , البراجيل , بشتيل , السودان , امبابة
214 , منشأة القناطر , النيل , كوبرى الجلاء , تحرير , عبد المنعم رياض 
215 , شبين القناطر , قليوب , شبرا الخيمة , كورنيش النيل , عبد المنعم رياض 
216 , طنان , نوى , طريق منيا القمح , مصر إسكندرية الزراعي, المظلات 
216 , السد , قليوب , نوى , المظلات 
217 , الحزانيه , طريق الحزانية , طريق الشرقاوية , كوبري الشبينى, القناطر
218 , بلقس , قصر الضيافة , 23 يوليو , عباسية , المعرض
219 , المظلات , احمد عرابي , مصر إسكندرية الزراعي, مزلقان زكى
21 ج , مسرة , شبرا , ترعة الإسماعيلية , الوايلى , حدائق القبة 
21 هـ نقل جماعى , الحجاز , نخلة المطيعى , العتبة
22 نقل جماعى , السيدة عائشة, السيدة زينب للانفاق, وراق العرب 
22 ج , المماليك, جامعة القاهرة , الدقى, كوبرى 6 أكتوبر , الزمالك
23 ج , حلوان , البساتين , كلية البنات , الأزهر
23 نقل جماعى , عباسية , الدقى, فيصل , كفر الجبل 
23 مينى باص , سراى القبة , مساكن عين شمس 
23 ج , حلوان , البساتين , السيدة عائشة, طريق النصر , كلية البنات 
24 , شرق شبرا الخيمة , كوبرى احمد عرابى , أحمد حلمى , القللى 
24 ط , الحى السابع , جامعة الازهر , الدراسة
24 نقل جماعى , الحي العاشر , جامعة الازهر , مجرى العيون , محطة الاتحاد
24 , 15 مايو , شبرا , أحمد حلمى , عبد المنعم رياض 
24 ج , الحى السابع , جامعة الازهر , طريق النصر , البعوث, الدراسة
25 نقل جماعى , مساكن الشروق , الاوتوستراد , أبو الريش 
250 , منيرة , امبابة, المبيضة , شبرا , العتبة, البعوث
26 , شبرا الخيمة , كورنيش النيل , ابو العلا , ماسبيرو , عبد المنعم رياض 
26 ج , عباسية , الجيش, العتبة, القصر العينى, جامع عمرو
27 , جامع عمرو, رمسيس , الحى السادس 
27 مينى باص , مطار القاهرة , عبد المنعم رياض 
27 ج , الحى السادس , عباسية , تحرير , القصر العينى, جامع عمرو
28 , أبو وافيه , أحمد حلمى , احمد بدوى , القللى , عبد المنعم رياض 
28 ط , أحمد حلمى , عباسية , جامعة الازهر 
28 ج , كلية البنات الاسلاميه, طريق النصر , عباسية , رمسيس , احمد
29 ج , التبين , المعادى , زنين
290 , المسلة , مسطرد, ترعة الإسماعيلية , شبرا , أحمد حلمى 
29 ج , التبين , الملك الصالح , الجيزة, جامعة القاهرة , زنين
2 ج , المسلة , جسر السويس , روكسى , الطيران , المدينة ألجامعيه
3 نقل جماعى , روكسى , مساكن الأميرية , تحرير , أبو الريش 
3 ج , مستشفى الحسين , المدينة ألجامعيه
30 , كهرباء الأهرام , الجامعة , الدقى, كوبرى 6 أكتوبر , أحمد حلمى 
30 ج , النزهة , زنين
30 نقل جماعى , زهراء عين شمس, عباسية , السيدة زينب
30 مينى باص , زهراء م . نصر , عبد المنعم رياض 
300 , المسلة , عين شمس , السودان , رمسيس , العتبة
300 , المسلة , تحرير 
301 نقل جماعى , منشية البكري , الدقى, روض الفرج.
302 نقل جماعى , المماليك, تحرير , ميدان الحجاز 
302 ش القاهرة , المسلة , تحرير 
303 نقل جماعى , عبود , الإسعاف , ميدان الجيزة , الجيزة ( كلية الزراعة )
304 نقل جماعى , المظلات , كبرى الفنجرى , الحي العاشر 
305 نقل جماعى , روض الفرج., رمسيس , عين شمس 
305 ش القاهرة , عين شمس , أحمد حلمى 
306 نقل جماعى , مساكن الدويقة , عباسية , دوران شبرا 
306 ش القاهرة , مسكن اسكو , الجيزة
306 ش القاهرة , الاميريه , الجيزة
307 نقل جماعى , السلام, الحجاز , روكسى , عباسية , الدراسة
308 نقل جماعى , الدويقة الجديدة , السيدة زينب للانفاق, محطة الاتحاد
309 نقل جماعى , المطبعة , عباسية , روكسى 
30 ج , النزهة الجديدة, حدائق القبة , رمسيس , الجامعة , زنين
30 هـ نقل جماعى , زهراء م . نصر , عباسية , عبد المنعم رياض 
31 , الزاوية الحمراء , تحرير 
31 نقل جماعى , مساكن عثمان , عباسية , الدراسة
31 ج , صقر قريش , اثر النبي , كلية البنات الاسلاميه
31 مينى باص , عباسية , مساكن عثمان 
310 نقل جماعى , الدراسة, تحرير , الوراق 
311 نقل جماعى , منشية البكري , القصر العينى, تحرير , روكسى 
312 , المطرية , ترعة الجبل , الكابلات , بورسعيد , العتبة
312 نقل جماعى , عرب الطويلة , المسلة , الجيزة
313 نقل جماعى , الدويقة الجديدة , السيدة زينب للانفاق, محطة الاتحاد
314 نقل جماعى , مساكن الحلمية , الألف مسكن , الحجاز , زهراء م . نصر 
314 ش القاهرة , ميدان الحجاز , أبو زعبل
315 , المرج , عين شمس , كوبرى القبة , عباسية , العتبة
315 نقل جماعى , مدينة النهضة , الحجاز , عبود 
318 , مدينة السلام القاهرة, عزيز المصري , ش 6 أكتوبر , عين شمس , المرج 
31 ج , صقر قريش , كورنيش النيل , عين الحياه , الاوتوستراد , كلية البنات 
32 نقل جماعى , عرب الطويلة , عباس العقاد , زهراء م . نصر 
32 ترام , ميدان المطرية , شيراتون 
32 مينى باص , عبد المنعم رياض , الحى الثامن 
320 , مدينة السلام القاهرة, الطريق الدائري , محطة المرج الجديدة
321 , الخانكة , الجبل الأصفر , القللى , محطة المرج الجديدة
322 , موقف المرج , الطريق الدائري , مدينة السلام القاهرة
328 , مدينة السلام القاهرة, مدينة القانونيين , مصر الإسماعيلية 
32 هـ نقل جماعى , الحى الثامن , رابعة العدوية , عبد المنعم رياض الألف مسكن
33 , روض الفرج., شبرا , الخلفاوى , طريق باسوس , باسوس
33 ط , محطة الصاروخ , القصر العينى, المظلات 
33 ترام , الألف مسكن , الماظة 
33 مينى باص , زهراء م . نصر , العتبة
330 , مدينة السلام القاهرة, جسر السويس , 23 يوليو , رمسيس , عبد المنعم رياض 
331 , مدينة الحرفيين , كفر أبو صير , عزيز المصري , ابوبكر الصديق
333 , كفر الجبل , ترعة المنصورية , ش الأهرام , الجيزة
333 , المنيب , كفر الجبل 
335 , البدرشين, ميت رهينة , ترعة المريوطية , ش الأهرام , الجيزة
336 , ناهيا , جامعة الدول العربية , النيل , كوبرى 6 أكتوبر , عبد المنعم رياض 
337 , شبرا منت , ش الأهرام , الجيزة, الدقى, عبد المنعم رياض 
338 , القطامية , طريق القطامية , الاوتوستراد , صلاح سالم , السيدة
339 , المقطم , طريق القطامية , المقابر , جامعة الازهر , عباسية 
33 ج , المظلات , تحرير , القصر العينى, جامعة القاهرة , الجيزة
33 هـ نقل جماعى , العتبة, زهراء م . نصر 
34 نقل جماعى , عرب الطويلة , عباسية , منشية ناصر , السيدة نفيسة
34 ط , الحصة , قليوب , المظلات 
34 ط , مشتهر , قليوب , المظلات 
34 ط , ميت كنانة , قليوب , المظلات 
34 ج , المظلات , مصر إسكندرية الزراعي, مشتهر , طريق الحصة
34 ج , المظلات , مصر إسكندرية الزراعي, طوخ , كلية الزراعة , ميت كنانة 
340 , زاوية أبو مسلم , ش الأهرام , الجيزة, الدقى, عبد المنعم رياض 
341 , ترسا , المريوطية , الجيزة, فيصل , جامعة القاهرة 
342 , المريوطية , ش الأهرام , الجيزة, صلاح سالم , السيدة عائشة
344 , سوق العبور , مصر الإسماعيلية , الطريق الدائري , محطة المرج
345 , سوق الجملة بمدينة 6 أكتوبر , طريق الفيوم , ش الأهرام , الجيزة
346 , زهراء م . نصر , كبرى الفنجرى , الوايلى , كوبرى روض الفرج , المنيب 
347 , مدينة العبور , الحجاز , النزهة , روكسى , عباسية 
348 , القاهرة الجديدة , مساكن الشباب , الطريق الدائري , الميثاق
349 , ميدان الجيزة , ش الأهرام , بنى مجدول
34 ج , المظلات , مصر إسكندرية الزراعي, طوخ , مشتهر 
35 , روكسى , جسر السويس , عين شمس , عمارات عثمان , مؤسسة
35 , مساكن الحلمية , تحرير 
35 ط , عرب الرواشده , قليوب , المظلات 
35 مينى باص , عبد المنعم رياض , ميدان الحجاز 
350 , القاهرة الجديدة , الحى السادس , عباسية 
35 ج , المظلات , طوخ , مشتهر , ميت كنانة , عرب الرواشده 
36 , المظلات , طوخ , مشتهر , ميت كنانة 
36 نقل جماعى , كهرباء الأهرام , النيل , فيصل , منشية ناصر 
36 ج , الجامعة , شبرا منت 
36 ترام , المطرية , الماظة 
36 ج , شبرا منت , معهد التكنولوجيا , المنيب , الجيزة, جامعة القاهرة 
37 ج , الامام الشافعى , تحرير , جامعة القاهرة 
37 ج , الامام الشافعى , السيدة عائشة, فم الخليج , اول المنيل , جامعة القاهرة 
39 , الاميريه , بورسعيد , حدائق القبة , عباسية , المدينة ألجامعيه
39 مينى باص , الماظة , جامعة القاهرة 
39 مينى باص , الماظة , عبد المنعم رياض 
39 هـ نقل جماعى , عبد المنعم رياض , الماظة 
3 ج , المدينة ألجامعيه, طريق النصر , عباسية , عبده باشا , الفردوس
4 , المنيب , جامعة القاهرة , احمد الزيات , السودان , بولاق الدكرور الدراسة
4 نقل جماعى , روكسى , عباسية , المماليك
4 ط , المدينة ألجامعيه, عباسية , عبد المنعم رياض 
40 ترام , حلوان , الحديد والصلب
400 , مطار القاهرة , عثمان بن عفان , روكسى , عباسية , عبد المنعم رياض 
400 , مساكن شيرتوان , تحرير 
401 , المقطم , الاوتوستراد , صلاح سالم , السيدة عائشة
401 , الإباجية , العتبة, رمسيس 
401 , مساكن النصر , صلاح سالم 
403 ش القاهرة , البساتين , دوران شبرا 
406 ش القاهرة , المطبعة , أحمد حلمى 
407 , الهضبة الوسطي , السيدة عائشة, السيدة زينب للانفاق, تحرير , احمد
409 ش القاهرة , التبين , أحمد حلمى 
40 هـ نقل جماعى , الماظة , عباسية , العتبة
41 , المسلة , المطرية , حدائق القبة , عباسية , العتبة
41 , المسلة , تحرير 
41 ترام , الحديد والصلب, 15 مايو 
411 ش القاهرة , حلوان , الصف
412 , صقر قريش , كورنيش , القصر العينى, تحرير , عباسية 
413 , السيدة زينب للانفاق, كورنيش النيل , دار السلام , المعادى الجديدة , صقر قريش 
414 , مجمع مدارس الفسطاط , طريق النصر , احمد زكى , دار السلام 
41 هـ نقل جماعى »»»مساكن عثمان , حدائق القبة , عتبة اث الن
42 ترام , حلوان , 15 مايو 
43 , المطرية , ترعة الجبل , حدائق القبة , عباسية , العتبة
43 ترام , الحديد والصلب, جامع
430 , المطبعة , فم الخليج , السيدة زينب للانفاق, بورسعيد , الدراسة
431 ش القاهرة , الصف, الجيزة
432 ش القاهرة , الصف, أحمد حلمى 
433 ش القاهرة , 15 مايو , احمد حلمي 15
434 , شق الثعبان , الاوتوستراد , صقر قريش 
435 , شق الثعبان , محطة طرة , للأنفاق دائري
44 , زهراء عين شمس, عين شمس , كوبرى القبة , عباسية , العتبة
44 , زهراء , قصر الضيافة , عبد المنعم رياض 
44 ترام , 15 مايو , الجامعة 
440 ش القاهرة , 15 مايو , التبين 
442 ش القاهرة , حلوان , الموظفين
443 ش القاهرة , حلوان , المشروع
444 ش القاهرة , حلوان , أحمد حلمى 
445 ش القاهرة , حلوان , التبين 
448 ش القاهرة , 15 مايو , عباسية 
45 , الحى السادس , عباسية , السودان , الوايلى , الزاوية
45 مينى باص , الجبرتي , عباسية 
450 ش القاهرة , 15 مايو , الدراسة
46 , مساكن الحلمية , عزيز المصري , كوبرى القبة , عباسية , العتبة
46 , مساكن الحلمية , عزيز المصري , عبد المنعم رياض 
46 مينى باص , البعوث, الجيزة
47 , النزهة الجديدة, زهراء عين شمس, الحلمية , كوبرى القبة 
47 مينى باص , أحمد حلمى , أبو الفدا
48 , النزهة الجديدة, جسر السويس , كوبرى القبة , عباسية , العتبة
48 مينى باص , ميدان العتبة , أبو الفدا
49 مينى باص , عبد المنعم رياض , الزمالك
4 ج , المدينة ألجامعيه, الخليفة القاهر , طريق النصر , عباسية , عبد المنعم رياض 
5 نقل جماعى , مدينة السلام القاهرة, عباسية , السيدة عائشة
5 ط , محطة الصاروخ , عبد المنعم رياض 
5 ترام , السواح , ميدان الاسماعيليه
50 مينى باص , ميدان الأمام , أحمد حلمى 
500 , المخبز الالى , الحجاز , النزهة , هارون , روكسى , العتبة
500 , المخبز الالى , ميدان الحجاز , عبد المنعم رياض 
51 , مساكن الماظة , ابوبكر الصديق, عزيز المصري , حدائق القبة , قسم الحدائق 
51 مينى باص , المطبعة , ثكنات المعادى
510 , النزهة الجديدة, الحجاز , روكسى , حدائق القبة , عبد المنعم رياض 
52 مينى باص , صقر قريش , عبد المنعم رياض 
529 , النزهة الجديدة, الحلمية , تحرير , الدقى, المنيب 
53 , النزهة الجديدة, الحجاز , حدائق القبة , احمد سعيد , عباسية 
54 , عزبة الهجانة, خضر التونى , الطيران , عباسية , العتبة
54 , بولاق الدكرور , رمسيس , الماظة 
55 , ميدان الحجاز , ابوبكر الصديق, الحكم , المطرية , المسلة 
55 مينى باص , عبد المنعم رياض , الجو لف
550 , عزبة الهجانة, الثورة , عمر بن الخطاب , روكسى , حدائق القبة 
555 , المنيب , الجيزة, السيدة عائشة, جامعة الازهر , جامعة الازهر , كال نات
56 مينى باص , صقر قريش , العتبة
562 , بيجام , المطرية , الحلمية , زهراء عين شمس, مطار القاهرة 
563 , كرداسة , صفط اللبن , الدقى, كوبرى الجلاء , عبد المنعم رياض 
564 , كفر طهرمس , العشرين , بين السرايات , الدقى, عبد المنعم رياض 
565 , امبابة, كيت كات , البراجيل , ترعة المنصورية 
566 , الكنيسة , العمرانية, الجيزة, الدقى, عبد المنعم رياض 
567 , القراطيين , النيل , جامعة القاهرة , الجيزة
568 , منشأة القناطر , الوراق , كيت كات , النيل , العتبة
56 هـ نقل جماعى , صقر قريش , السيدة زينب للانفاق, العتبة
57 , مساكن عين شمس م . الحجاز , النزهة , يوسف عباس, عباسية 
570 , مدينة الشيخ زايد , ميدان لبنان, عبد المنعم رياض 
58 , مساكن عين شمس , احمد عصمت , الحلمية , الوايلى 
58 مينى باص , ميدان الاتحاد , أحمد حلمى 
58 هـ نقل جماعى , ميدان الاتحاد , النيل , أحمد حلمى 
59 , الحى الثامن , مصطفى النحاس , مكرم عبيد , طريق النصر , عباسية 
5 ج , الجيزة, جامعة القاهرة , الدقى, كوبرى الجلاء , عبد المنعم رياض 
6 , المنيب , الجيزة, مراد , القصر العينى, العتبة
6 نقل جماعى , عبود , أبو وافيه , عباسية , كليه بنات عين شمس 
60 , الحى السابع , الطيران , صلاح سالم , امتداد رمسيس , عباسية 
60 نقل جماعى , الزاوية الحمراء , روكسى , الحجاز , النزهة الجديدة
60 , زهراء م . نصر , يوسف عباس, عباسية 
